AIRPORT,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_COUNTRY_NAME,AIRPORT_STATE_NAME,LAT_DEGREES,LATITUDE,LON_DEGREES,LONGITUDE
FFT,"Frankfort, KY",United States,Kentucky,38,38.1825,84,-84.90472222
FHB,"Fernandina Beach, FL",United States,Florida,30,30.61194444,81,-81.46111111
FHU,"Fort Huachuca, AZ",United States,Arizona,31,31.58888889,110,-110.3430556
FHU,"Fort Huachuca, AZ",United States,Arizona,31,31.58833333,110,-110.3444444
FIC,"Fire Cove, AK",United States,Alaska,55,55.77777778,131,-131.5375
FID,"Fishers Island, NY",United States,New York,41,41.25138889,72,-72.03166667
FIL,"Fillmore, UT",United States,Utah,38,38.95833333,112,-112.3625
FIL,"Fillmore, UT",United States,Utah,38,38.95833333,112,-112.3625
FIL,"Fillmore, UT",United States,Utah,38,38.95805556,112,-112.3630556
FKL,"Franklin/Oil City, PA",United States,Pennsylvania,41,41.37777778,79,-79.86027778
FKL,"Franklin/Oil City, PA",United States,Pennsylvania,41,41.3775,79,-79.86055556
FKL,"Franklin/Oil City, PA",United States,Pennsylvania,41,41.37777778,79,-79.86027778
FKL,"Franklin/Oil City, PA",United States,Pennsylvania,41,41.3775,79,-79.86055556
FL1,"Zephyrhills, FL",United States,Florida,28,28.22805556,82,-82.15583333
FL1,"Zephyrhills, FL",United States,Florida,28,28.22805556,82,-82.15611111
FL1,"Zephyrhills, FL",United States,Florida,28,28.22805556,82,-82.15583333
FL1,"Zephyrhills, FL",United States,Florida,28,28.22805556,82,-82.15611111
FL2,"Valkaria, FL",United States,Florida,27,27.96194444,80,-80.55972222
FL2,"Valkaria, FL",United States,Florida,27,27.96083333,80,-80.55833333
FL3,"Chipley, FL",United States,Florida,30,30.78,85,-85.59805556
FL4,"Bunnell, FL",United States,Florida,29,29.4675,81,-81.20638889
FL4,"Bunnell, FL",United States,Florida,29,29.46583333,81,-81.20861111
FL4,"Bunnell, FL",United States,Florida,29,29.46583333,81,-81.20861111
FL4,"Bunnell, FL",United States,Florida,29,29.4675,81,-81.20638889
FL4,"Bunnell, FL",United States,Florida,29,29.46583333,81,-81.20861111
FL4,"Bunnell, FL",United States,Florida,29,29.46527778,81,-81.20777778
FL5,"Williston, FL",United States,Florida,29,29.35416667,82,-82.47277778
FL5,"Williston, FL",United States,Florida,29,29.35583333,82,-82.47166667
FL5,"Williston, FL",United States,Florida,29,29.35583333,82,-82.47194444
FL5,"Williston, FL",United States,Florida,29,29.35555556,82,-82.47194444
FL5,"Williston, FL",United States,Florida,29,29.35583333,82,-82.47166667
FL5,"Williston, FL",United States,Florida,29,29.35555556,82,-82.47194444
FL6,"Clewiston, FL",United States,Florida,26,26.73527778,81,-81.05111111
FL7,"Placida, FL",United States,Florida,26,26.85361111,82,-82.2525
FL7,"Placida, FL",United States,Florida,26,26.85444444,82,-82.25111111
FL7,"Placida, FL",United States,Florida,26,26.85361111,82,-82.2525
FL8,"Deland, FL",United States,Florida,29,29.06694444,81,-81.28361111
FLD,"Fond Du Lac, WI",United States,Wisconsin,43,43.77166667,88,-88.48444444
FLD,"Fond Du Lac, WI",United States,Wisconsin,43,43.77111111,88,-88.48833333
FLG,"Flagstaff, AZ",United States,Arizona,35,35.13777778,111,-111.6716667
FLG,"Flagstaff, AZ",United States,Arizona,35,35.14027778,111,-111.6691667
FLJ,"Falls Bay, AK",United States,Alaska,60,60.51666667,148,-148
FLL,"Fort Lauderdale, FL",United States,Florida,26,26.07416667,80,-80.15166667
FLL,"Fort Lauderdale, FL",United States,Florida,26,26.07222222,80,-80.15305556
FLL,"Fort Lauderdale, FL",United States,Florida,26,26.0725,80,-80.15277778
FLL,"Fort Lauderdale, FL",United States,Florida,26,26.07166667,80,-80.14972222
FLL,"Fort Lauderdale, FL",United States,Florida,26,26.0725,80,-80.15277778
FLL,"Fort Lauderdale, FL",United States,Florida,26,26.07166667,80,-80.14972222
FLO,"Florence, SC",United States,South Carolina,34,34.18888889,79,-79.72444444
FLO,"Florence, SC",United States,South Carolina,34,34.18527778,79,-79.72388889
FLT,"Flat, AK",United States,Alaska,62,62.45416667,157,-157.9866667
FLT,"Flat, AK",United States,Alaska,62,62.45277778,157,-157.9891667
FLU,"New York, NY",United States,New York,40,40.77916667,73,-73.83277778
FLV,"Leavenworth, KS",United States,Kansas,39,39.36972222,94,-94.9125
FLV,"Leavenworth, KS",United States,Kansas,39,39.36833333,94,-94.91472222
FLX,"Fallon, NV",United States,Nevada,39,39.50055556,118,-118.7477778
FLX,"Fallon, NV",United States,Nevada,39,39.49916667,118,-118.7488889
FMC,"Five Mile Camp, AK",United States,Alaska,65,65.9275,149,-149.8375
FMC,"Five Mile Camp, AK",United States,Alaska,65,65.92694444,149,-149.84
FME,"Fort Meade, MD",United States,Maryland,39,39.08527778,76,-76.75944444
FMH,"Falmouth, MA",United States,Massachusetts,41,41.65777778,70,-70.52222222
FMH,"Falmouth, MA",United States,Massachusetts,41,41.65916667,70,-70.52277778
FMN,"Farmington, NM",United States,New Mexico,36,36.74111111,108,-108.2291667
FMN,"Farmington, NM",United States,New Mexico,36,36.74138889,108,-108.23
FMS,"Fort Madison, IA",United States,Iowa,40,40.65888889,91,-91.3275
FMS,"Fort Madison, IA",United States,Iowa,40,40.65916667,91,-91.32777778
FMY,"Fort Myers, FL",United States,Florida,26,26.58694444,81,-81.86222222
FMY,"Fort Myers, FL",United States,Florida,26,26.58666667,81,-81.86333333
FNL,"Fort Collins/Loveland, CO",United States,Colorado,40,40.44888889,105,-105.0102778
FNL,"Fort Collins/Loveland, CO",United States,Colorado,40,40.45194444,105,-105.0113889
FNL,"Fort Collins/Loveland, CO",United States,Colorado,40,40.45194444,105,-105.0113889
FNR,"Funter Bay Alaska, AK",United States,Alaska,58,58.25,134,-134.9
FNT,"Flint, MI",United States,Michigan,42,42.96666667,83,-83.74166667
FNT,"Flint, MI",United States,Michigan,42,42.96555556,83,-83.74361111
FNT,"Flint, MI",United States,Michigan,42,42.96555556,83,-83.74472222
FNT,"Flint, MI",United States,Michigan,42,42.96555556,83,-83.74361111
FNT,"Flint, MI",United States,Michigan,42,42.96555556,83,-83.74472222
FOA,"Fortuna Ledge, AK",United States,Alaska,61,61.86666667,162,-162.0666667
FOB,"Fort Bragg, CA",United States,California,39,39.47444444,123,-123.7944444
FOB,"Fort Bragg, CA",United States,California,39,39.47444444,123,-123.7955556
FOD,"Fort Dodge, IA",United States,Iowa,42,42.5525,94,-94.18972222
FOD,"Fort Dodge, IA",United States,Iowa,42,42.55111111,94,-94.19194444
FOE,"Topeka, KS",United States,Kansas,38,38.9525,95,-95.6625
FOE,"Topeka, KS",United States,Kansas,38,38.95083333,95,-95.66361111
FOE,"Topeka, KS",United States,Kansas,38,38.95083333,95,-95.66361111
FOE,"Topeka, KS",United States,Kansas,38,38.95083333,95,-95.66361111
FOE,"Topeka, KS",United States,Kansas,38,38.95083333,95,-95.66361111
FOK,"Westhampton, NY",United States,New York,40,40.84361111,72,-72.63222222
FOK,"Westhampton, NY",United States,New York,40,40.84361111,72,-72.63222222
FOK,"Westhampton, NY",United States,New York,40,40.84361111,72,-72.63166667
FPR,"Fort Pierce, FL",United States,Florida,27,27.4975,80,-80.37277778
FPR,"Fort Pierce, FL",United States,Florida,27,27.4975,80,-80.37277778
FPR,"Fort Pierce, FL",United States,Florida,27,27.4975,80,-80.37277778
FPR,"Fort Pierce, FL",United States,Florida,27,27.49305556,80,-80.36777778
FPR,"Fort Pierce, FL",United States,Florida,27,27.4975,80,-80.37277778
FPY,"Perry, FL",United States,Florida,30,30.06916667,83,-83.58055556
FPY,"Perry, FL",United States,Florida,30,30.06916667,83,-83.57861111
FQA,"Patching Lake, AK",United States,Alaska,55,55.60611111,131,-131.4833333
FQB,"Ventura, CA",United States,California,33,33.23972222,119,-119.4580556
FQB,"Ventura, CA",United States,California,33,33.23972222,119,-119.4583333
FQB,"Ventura, CA",United States,California,33,33.23972222,119,-119.4580556
FQB,"Ventura, CA",United States,California,33,33.23972222,119,-119.4583333
FQC,"Kodiak, AK",United States,Alaska,57,57.80555556,152,-152.3805556
FQD,"Katmai National Park, AK",United States,Alaska,58,58.235,155,-155.1036111
FQE,"Annex Creek, AK",United States,Alaska,58,58.31333333,134,-134.1041667
FQF,"Davidson Creek, AK",United States,Alaska,58,58.35277778,133,-133.9913889
FQG,"Snettisham, AK",United States,Alaska,58,58.13416667,133,-133.7294444
FQG,"Snettisham, AK",United States,Alaska,58,58.13472222,133,-133.7277778
FQG,"Snettisham, AK",United States,Alaska,58,58.13444444,133,-133.7294444
FQG,"Snettisham, AK",United States,Alaska,58,58.13472222,133,-133.7277778
FQG,"Snettisham, AK",United States,Alaska,58,58.13444444,133,-133.7294444
FQH,"Fire Island, AK",United States,Alaska,61,61.17111111,150,-150.1605556
FQH,"Fire Island, AK",United States,Alaska,61,61.16833333,150,-150.1605556
FQI,"Scott, KY",United States,Kentucky,38,38.23444444,84,-84.43472222
FQI,"Scott, KY",United States,Kentucky,38,38.23444444,84,-84.43472222
FQI,"Scott, KY",United States,Kentucky,38,38.23444444,84,-84.43472222
FQI,"Scott, KY",United States,Kentucky,38,38.23444444,84,-84.43472222
FQJ,"Greens Creek, AK",United States,Alaska,58,58.09861111,134,-134.76
FQK,"Gull Cove, AK",United States,Alaska,58,58.21472222,136,-136.1563889
FQL,"Flora, IL",United States,Illinois,38,38.665,88,-88.45305556
FQN,"Karta Lake, AK",United States,Alaska,55,55.56222222,132,-132.6305556
FQO,"Manzanita Lake, AK",United States,Alaska,55,55.56666667,131,-131.0563889
FQP,"Shrimp Bay, AK",United States,Alaska,55,55.83444444,131,-131.4847222
FQQ,"Dry Bay, AK",United States,Alaska,59,59.14666667,138,-138.5636111
FQR,"Josephine Lake, AK",United States,Alaska,55,55.24361111,132,-132.5733333
FQU,"Libby, MT",United States,Montana,48,48.28388889,115,-115.4902778
FQV,"Volcano Bay, AK",United States,Alaska,53,53.81444444,167,-167.1194444
FQW,"Fort Glenn, AK",United States,Alaska,53,53.36666667,167,-167.8833333
FQX,"Babe Islands, AK",United States,Alaska,55,55.21027778,132,-132.1319444
FQY,"Kahli Cove, AK",United States,Alaska,55,55.92638889,133,-133.2527778
FRD,"Friday Harbor, WA",United States,Washington,48,48.52638889,123,-123.0238889
FRD,"Friday Harbor, WA",United States,Washington,48,48.52194444,123,-123.0244444
FRG,"East Farmingdale, NY",United States,New York,40,40.72944444,73,-73.415
FRG,"East Farmingdale, NY",United States,New York,40,40.72888889,73,-73.41333333
FRM,"Fairmont, MN",United States,Minnesota,43,43.64722222,94,-94.42361111
FRM,"Fairmont, MN",United States,Minnesota,43,43.64388889,94,-94.41555556
FRP,"Fresh Water Bay, AK",United States,Alaska,57,57.85,134,-134.9833333
FRR,"Front Royal, VA",United States,Virginia,38,38.91722222,78,-78.25388889
FRR,"Front Royal, VA",United States,Virginia,38,38.9175,78,-78.25333333
FRY,"Fryeburg, ME",United States,Maine,43,43.99027778,70,-70.94638889
FRY,"Fryeburg, ME",United States,Maine,43,43.99111111,70,-70.94777778
FSD,"Sioux Falls, SD",United States,South Dakota,43,43.57888889,96,-96.74083333
FSD,"Sioux Falls, SD",United States,South Dakota,43,43.58194444,96,-96.74194444
FSI,"Fort Sill, OK",United States,Oklahoma,34,34.65,98,-98.40166667
FSI,"Fort Sill, OK",United States,Oklahoma,34,34.64972222,98,-98.40222222
FSK,"Fort Scott, KS",United States,Kansas,37,37.79722222,94,-94.76944444
FSK,"Fort Scott, KS",United States,Kansas,37,37.79833333,94,-94.76944444
FSM,"Fort Smith, AR",United States,Arkansas,35,35.33666667,94,-94.3675
FST,"Ft. Stockton, TX",United States,Texas,30,30.915,102,-102.9125
FST,"Ft. Stockton, TX",United States,Texas,30,30.91527778,102,-102.9127778
FTC,"Fort Collins, CO",United States,Colorado,40,40.58722222,105,-105.0402778
FTG,"Denver, CO",United States,Colorado,39,39.785,104,-104.5430556
FTG,"Denver, CO",United States,Colorado,39,39.78527778,104,-104.5430556
FTG,"Denver, CO",United States,Colorado,39,39.78416667,104,-104.5375
FTG,"Denver, CO",United States,Colorado,39,39.78527778,104,-104.5430556
FTG,"Denver, CO",United States,Colorado,39,39.78416667,104,-104.5375
FTK,"Fort Knox, KY",United States,Kentucky,37,37.90666667,85,-85.97305556
FTK,"Fort Knox, KY",United States,Kentucky,37,37.90722222,85,-85.97166667
FTL,"Fortuna Ledge, AK",United States,Alaska,61,61.86833333,162,-162.0680556
FTW,"Dallas/Fort Worth, TX",United States,Texas,32,32.8175,97,-97.35861111
FTW,"Dallas/Fort Worth, TX",United States,Texas,32,32.81972222,97,-97.3625
FTW,"Dallas/Fort Worth, TX",United States,Texas,32,32.81944444,97,-97.36166667
FTW,"Dallas/Fort Worth, TX",United States,Texas,32,32.81972222,97,-97.3625
FTY,"Atlanta, GA",United States,Georgia,33,33.77916667,84,-84.52138889
FUL,"Fullerton, CA",United States,California,33,33.86666667,117,-117.975
FUL,"Fullerton, CA",United States,California,33,33.87194444,117,-117.9797222
FVA,"Osprey Lodge, AK",United States,Alaska,61,61.11638889,155,-155.3113889
FVD,"Sonora, TX",United States,Texas,30,30.58583333,100,-100.6486111
FVD,"Sonora, TX",United States,Texas,30,30.58555556,100,-100.6486111
FVE,"Fallbrook, CA",United States,California,33,33.35416667,117,-117.2508333
FVG,"Wickenburg, AZ",United States,Arizona,33,33.96972222,112,-112.7963889
FVG,"Wickenburg, AZ",United States,Arizona,33,33.97055556,112,-112.7952778
FVG,"Wickenburg, AZ",United States,Arizona,33,33.97055556,112,-112.795
FVG,"Wickenburg, AZ",United States,Arizona,33,33.97055556,112,-112.7952778
FVG,"Wickenburg, AZ",United States,Arizona,33,33.97055556,112,-112.795
FVH,"Othello, WA",United States,Washington,46,46.795,119,-119.0802778
FVH,"Othello, WA",United States,Washington,46,46.79472222,119,-119.0791667
FVH,"Othello, WA",United States,Washington,46,46.79416667,119,-119.08
FVH,"Othello, WA",United States,Washington,46,46.79472222,119,-119.0791667
FVH,"Othello, WA",United States,Washington,46,46.79416667,119,-119.08
FVI,"Lake Providence, LA",United States,Louisiana,32,32.82583333,91,-91.18777778
FVL,"Colusa, CA",United States,California,39,39.17916667,121,-121.9933333
FVN,"Culbertson, MT",United States,Montana,48,48.15333333,104,-104.5038889
FVN,"Culbertson, MT",United States,Montana,48,48.15333333,104,-104.5041667
FVN,"Culbertson, MT",United States,Montana,48,48.15361111,104,-104.5041667
FVN,"Culbertson, MT",United States,Montana,48,48.15333333,104,-104.5041667
FVN,"Culbertson, MT",United States,Montana,48,48.15361111,104,-104.5041667
FVO,"Aurora, OR",United States,Oregon,45,45.24722222,122,-122.77
FVP,"Quincy, CA",United States,California,39,39.94388889,120,-120.9469444
FVP,"Quincy, CA",United States,California,39,39.94388889,120,-120.9452778
FVQ,"Donlin Creek, AK",United States,Alaska,62,62.01694444,158,-158.15
FVQ,"Donlin Creek Mine, AK",United States,Alaska,62,62.07194444,158,-158.2041667
FVR,"Three Forks, MT",United States,Montana,45,45.87861111,111,-111.5691667
FVS,"Rexburg, ID",United States,Idaho,43,43.83388889,111,-111.805
FVV,"Kernville, CA",United States,California,35,35.72833333,118,-118.4197222
FVW,"Golden Creek Mine, AK",United States,Alaska,65,65.28333333,153,-153
FVX,"Grace Harbor, AK",United States,Alaska,54,54.91666667,132,-132.9166667
FVY,"Unuk River, AK",United States,Alaska,56,56.08333333,131,-131.9666667
FVZ,"Deadhorse, AK",United States,Alaska,70,70.00388889,153,-153.0775
FWA,"Fort Wayne, IN",United States,Indiana,40,40.97833333,85,-85.18805556
FWA,"Fort Wayne, IN",United States,Indiana,40,40.97833333,85,-85.18805556
FWA,"Fort Wayne, IN",United States,Indiana,40,40.97833333,85,-85.18805556
FWA,"Fort Wayne, IN",United States,Indiana,40,40.97833333,85,-85.19527778
FWH,"Fort Worth, TX",United States,Texas,32,32.76916667,97,-97.44166667
FWH,"Fort Worth, TX",United States,Texas,32,32.76888889,97,-97.44111111
FWH,"Fort Worth, TX",United States,Texas,32,32.76888889,97,-97.44111111
FWL,"Farewell, AK",United States,Alaska,62,62.50916667,153,-153.8902778
FWL,"Farewell, AK",United States,Alaska,62,62.50666667,153,-153.8936111
FWL,"Farewell, AK",United States,Alaska,62,62.50916667,153,-153.8902778
FWL,"Farewell, AK",United States,Alaska,62,62.50666667,153,-153.8936111
FWL,"Farewell, AK",United States,Alaska,62,62.50972222,153,-153.8894444
FWS,"Fort Worth, TX",United States,Texas,32,32.56527778,97,-97.30833333
FWS,"Fort Worth, TX",United States,Texas,32,32.56527778,97,-97.30805556
FXE,"Fort Lauderdale, FL",United States,Florida,26,26.19694444,80,-80.17083333
FXE,"Fort Lauderdale, FL",United States,Florida,26,26.19722222,80,-80.17083333
FXM,"Flaxman Island, AK",United States,Alaska,70,70.17305556,146,-146.8555556
FXR,"Clinton, IN",United States,Indiana,40,40.27333333,86,-86.56222222
FXR,"Clinton, IN",United States,Indiana,40,40.27333333,86,-86.56222222
FXY,"Forest City, IA",United States,Iowa,43,43.23472222,93,-93.62416667
FYU,"Fort Yukon, AK",United States,Alaska,66,66.57138889,145,-145.2505556
FYU,"Fort Yukon, AK",United States,Alaska,66,66.58111111,145,-145.2083333
FYU,"Fort Yukon, AK",United States,Alaska,66,66.5725,145,-145.2463889
FYU,"Fort Yukon, AK",United States,Alaska,66,66.5725,145,-145.2463889
FYU,"Fort Yukon, AK",United States,Alaska,66,66.57138889,145,-145.2505556
FYV,"Fayetteville, AR",United States,Arkansas,36,36.005,94,-94.17
FYV,"Fayetteville, AR",United States,Arkansas,36,36.005,94,-94.17027778
FYV,"Fayetteville, AR",United States,Arkansas,36,36.00361111,94,-94.17
GA0,"Eastman, GA",United States,Georgia,32,32.21638889,83,-83.12861111
GA1,"Lafayette, GA",United States,Georgia,34,34.68861111,85,-85.29055556
GA1,"Lafayette, GA",United States,Georgia,34,34.68861111,85,-85.29027778
GA2,"Carrollton, GA",United States,Georgia,33,33.63111111,85,-85.15194444
GA2,"Carrollton, GA",United States,Georgia,33,33.63166667,85,-85.15222222
GA3,"Atlanta, GA",United States,Georgia,33,33.31166667,84,-84.76972222
GA4,"Jefferson, GA",United States,Georgia,34,34.17583333,83,-83.56166667
GA4,"Jefferson, GA",United States,Georgia,34,34.17611111,83,-83.56166667
GA4,"Jefferson, GA",United States,Georgia,34,34.17583333,83,-83.56166667
GA4,"Jefferson, GA",United States,Georgia,34,34.17611111,83,-83.56166667
GA5,"Thomson, GA",United States,Georgia,33,33.52972222,82,-82.51694444
GA6,"Canton, GA",United States,Georgia,34,34.31222222,84,-84.42222222
GA6,"Canton, GA",United States,Georgia,34,34.31055556,84,-84.42388889
GA6,"Canton, GA",United States,Georgia,34,34.31222222,84,-84.42222222
GA7,"Greensboro, GA",United States,Georgia,33,33.59805556,83,-83.13833333
GA8,"Monroe, GA",United States,Georgia,33,33.7825,83,-83.69277778
GAD,"Gadsden, AL",United States,Alabama,33,33.97361111,86,-86.08722222
GAD,"Gadsden, AL",United States,Alabama,33,33.97277778,86,-86.08916667
GAI,"Gaithersburg, MD",United States,Maryland,39,39.16833333,77,-77.16611111
GAL,"Galena, AK",United States,Alaska,64,64.73638889,156,-156.9316667
GAL,"Galena, AK",United States,Alaska,64,64.73611111,156,-156.9375
GAM,"Gambell, AK",United States,Alaska,63,63.76666667,171,-171.7375
GAM,"Gambell, AK",United States,Alaska,63,63.76666667,171,-171.7327778
GBA,"Goose Bay, AK",United States,Alaska,61,61.395,149,-149.8416667
GBD,"Great Bend, KS",United States,Kansas,38,38.34722222,98,-98.86416667
GBD,"Great Bend, KS",United States,Kansas,38,38.34416667,98,-98.85916667
GBG,"Galesburg, IL",United States,Illinois,40,40.93861111,90,-90.42888889
GBG,"Galesburg, IL",United States,Illinois,40,40.93805556,90,-90.43111111
GBH,"Galbraith Lake, AK",United States,Alaska,68,68.47916667,149,-149.49
GBH,"Galbraith Lake, AK",United States,Alaska,68,68.47972222,149,-149.49
GBR,"Great Barrington, MA",United States,Massachusetts,42,42.18444444,73,-73.40416667
GBR,"Great Barrington, MA",United States,Massachusetts,42,42.18416667,73,-73.40333333
GCC,"Gillette, WY",United States,Wyoming,44,44.35138889,105,-105.525
GCC,"Gillette, WY",United States,Wyoming,44,44.34888889,105,-105.5394444
GCK,"Garden City, KS",United States,Kansas,37,37.92861111,100,-100.7297222
GCK,"Garden City, KS",United States,Kansas,37,37.92861111,100,-100.7297222
GCK,"Garden City, KS",United States,Kansas,37,37.9275,100,-100.7244444
GCN,"Grand Canyon, AZ",United States,Arizona,35,35.95194444,112,-112.1475
GCN,"Grand Canyon, AZ",United States,Arizona,35,35.95222222,112,-112.1469444
GCY,"Greeneville, TN",United States,Tennessee,36,36.19138889,82,-82.81666667
GDC,"Greenville, SC",United States,South Carolina,34,34.75833333,82,-82.37666667
GDC,"Greenville, SC",United States,South Carolina,34,34.75833333,82,-82.37638889
GDC,"Greenville, SC",United States,South Carolina,34,34.75833333,82,-82.37638889
GDC,"Greenville, SC",United States,South Carolina,34,34.75833333,82,-82.37638889
GDC,"Greenville, SC",United States,South Carolina,34,34.75833333,82,-82.37638889
GDH,"Golden Horn Lodge, AK",United States,Alaska,59,59.74694444,158,-158.8747222
GDM,"Gardner, MA",United States,Massachusetts,42,42.54972222,72,-72.01638889
GDM,"Gardner, MA",United States,Massachusetts,42,42.55,72,-72.01611111
GDV,"Glendive, MT",United States,Montana,47,47.13888889,104,-104.8069444
GDV,"Glendive, MT",United States,Montana,47,47.13861111,104,-104.8072222
GDW,"Gladwin, MI",United States,Michigan,43,43.96861111,84,-84.47388889
GDW,"Gladwin, MI",United States,Michigan,43,43.97055556,84,-84.475
GED,"Georgetown, DE",United States,Delaware,38,38.68916667,75,-75.35888889
GED,"Georgetown, DE",United States,Delaware,38,38.68916667,75,-75.35888889
GED,"Georgetown, DE",United States,Delaware,38,38.6875,75,-75.35944444
GED,"Georgetown, DE",United States,Delaware,38,38.68916667,75,-75.35888889
GED,"Georgetown, DE",United States,Delaware,38,38.68777778,75,-75.35944444
GEG,"Spokane, WA",United States,Washington,47,47.62,117,-117.5327778
GEG,"Spokane, WA",United States,Washington,47,47.61916667,117,-117.5352778
GEK,"Ganes Creek, AK",United States,Alaska,62,62.97555556,156,-156.5133333
GEY,"Greybull, WY",United States,Wyoming,44,44.51333333,108,-108.0777778
GEY,"Greybull, WY",United States,Wyoming,44,44.51694444,108,-108.0827778
GEY,"Greybull, WY",United States,Wyoming,44,44.51805556,108,-108.0830556
GEY,"Greybull, WY",United States,Wyoming,44,44.51694444,108,-108.0827778
GEY,"Greybull, WY",United States,Wyoming,44,44.51805556,108,-108.0830556
GEZ,"Shelbyville, IN",United States,Indiana,39,39.58305556,85,-85.80472222
GEZ,"Shelbyville, IN",United States,Indiana,39,39.58305556,85,-85.80472222
GFA,"Great Falls, MT",United States,Montana,47,47.505,111,-111.1872222
GFA,"Great Falls, MT",United States,Montana,47,47.50472222,111,-111.1872222
GFB,"Togiak Fish, AK",United States,Alaska,59,59.05,160,-160.2833333
GFK,"Grand Forks, ND",United States,North Dakota,47,47.95194444,97,-97.17861111
GFK,"Grand Forks, ND",United States,North Dakota,47,47.94722222,97,-97.17388889
GFL,"Glens Falls, NY",United States,New York,43,43.34444444,73,-73.60916667
GFL,"Glens Falls, NY",United States,New York,43,43.34111111,73,-73.61027778
GGE,"Georgetown, SC",United States,South Carolina,33,33.31194444,79,-79.31805556
GGE,"Georgetown, SC",United States,South Carolina,33,33.31138889,79,-79.32027778
GGG,"Longview, TX",United States,Texas,32,32.38666667,94,-94.71527778
GGG,"Longview, TX",United States,Texas,32,32.38388889,94,-94.71138889
GGW,"Glasgow, MT",United States,Montana,48,48.2125,106,-106.6147222
GGW,"Glasgow, MT",United States,Montana,48,48.21277778,106,-106.6155556
GJT,"Grand Junction, CO",United States,Colorado,39,39.11861111,108,-108.5138889
GJT,"Grand Junction, CO",United States,Colorado,39,39.1225,108,-108.5266667
GKN,"Gulkana, AK",United States,Alaska,62,62.15527778,145,-145.4522222
GKN,"Gulkana, AK",United States,Alaska,62,62.155,145,-145.4544444
GLD,"Goodland, KS",United States,Kansas,39,39.37027778,101,-101.6994444
GLD,"Goodland, KS",United States,Kansas,39,39.37055556,101,-101.6988889
GLH,"Greenville, MS",United States,Mississippi,33,33.48444444,90,-90.985
GLH,"Greenville, MS",United States,Mississippi,33,33.48277778,90,-90.98555556
GLH,"Greenville, MS",United States,Mississippi,33,33.48277778,90,-90.98555556
GLH,"Greenville, MS",United States,Mississippi,33,33.48277778,90,-90.98555556
GLH,"Greenville, MS",United States,Mississippi,33,33.48277778,90,-90.98555556
GLQ,"Glennallen, AK",United States,Alaska,62,62.11861111,145,-145.55
GLR,"Gaylord, MI",United States,Michigan,45,45.01444444,84,-84.69944444
GLR,"Gaylord, MI",United States,Michigan,45,45.01305556,84,-84.70333333
GLS,"Galveston, TX",United States,Texas,29,29.2675,94,-94.86027778
GLS,"Galveston, TX",United States,Texas,29,29.26527778,94,-94.86055556
GLV,"Golovin, AK",United States,Alaska,64,64.54416667,163,-163.0375
GLV,"Golovin, AK",United States,Alaska,64,64.55055556,163,-163.0072222
GLW,"Glasgow, KY",United States,Kentucky,37,37.03166667,85,-85.95361111
GMT,"Granite Mountain, AK",United States,Alaska,65,65.40222222,161,-161.2813889
GMT,"Granite Mountain, AK",United States,Alaska,65,65.40555556,161,-161.2775
GMU,"Greenville, SC",United States,South Carolina,34,34.84805556,82,-82.35
GMU,"Greenville, SC",United States,South Carolina,34,34.84777778,82,-82.35027778
GNT,"Grants, NM",United States,New Mexico,35,35.16722222,107,-107.9019444
GNU,"Goodnews Bay, AK",United States,Alaska,59,59.11777778,161,-161.5736111
GNU,"Goodnews Bay, AK",United States,Alaska,59,59.1175,161,-161.5775
GNU,"Goodnews Bay, AK",United States,Alaska,59,59.11777778,161,-161.5736111
GNU,"Goodnews Bay, AK",United States,Alaska,59,59.1175,161,-161.5775
GNU,"Goodnews Bay, AK",United States,Alaska,59,59.1125,161,-161.5805556
GNV,"Gainesville, FL",United States,Florida,29,29.69,82,-82.27166667
GNV,"Gainesville, FL",United States,Florida,29,29.68972222,82,-82.27583333
GOL,"Gold Beach, OR",United States,Oregon,42,42.41361111,124,-124.4230556
GOL,"Gold Beach, OR",United States,Oregon,42,42.41527778,124,-124.425
GON,"New London/Groton, CT",United States,Connecticut,41,41.32888889,72,-72.04638889
GON,"New London/Groton, CT",United States,Connecticut,41,41.33,72,-72.04527778
GPM,"Grand Prairie, TX",United States,Texas,32,32.69888889,97,-97.04694444
GPM,"Grand Prairie, TX",United States,Texas,32,32.69833333,97,-97.04666667
GPT,"Gulfport/Biloxi, MS",United States,Mississippi,30,30.40722222,89,-89.07
GPT,"Gulfport/Biloxi, MS",United States,Mississippi,30,30.40611111,89,-89.07027778
GPZ,"Grand Rapids, MN",United States,Minnesota,47,47.21444444,93,-93.51111111
GPZ,"Grand Rapids, MN",United States,Minnesota,47,47.21,93,-93.51
GPZ,"Grand Rapids, MN",United States,Minnesota,47,47.21027778,93,-93.51
GPZ,"Grand Rapids, MN",United States,Minnesota,47,47.20916667,93,-93.51
GPZ,"Grand Rapids, MN",United States,Minnesota,47,47.21027778,93,-93.51
GPZ,"Grand Rapids, MN",United States,Minnesota,47,47.20916667,93,-93.51
GQQ,"Galion, OH",United States,Ohio,40,40.73666667,82,-82.75722222
GQQ,"Galion, OH",United States,Ohio,40,40.73611111,82,-82.75277778
GRB,"Green Bay, WI",United States,Wisconsin,44,44.48805556,88,-88.13055556
GRB,"Green Bay, WI",United States,Wisconsin,44,44.48472222,88,-88.12972222
